nb ant: 1, food: 44/50, nest level: 1, nb worker: 1, nb soldier: 0
nb ant: 222, food: 293/650, nest level: 4, nb worker: 157, nb soldier: 65
nb ant: 222, food: 296/650, nest level: 4, nb worker: 157, nb soldier: 65
nb ant: 224, food: 293/650, nest level: 4, nb worker: 159, nb soldier: 65
nb ant: 223, food: 295/650, nest level: 4, nb worker: 158, nb soldier: 65
nb ant: 223, food: 293/650, nest level: 4, nb worker: 158, nb soldier: 65
nb ant: 225, food: 289/650, nest level: 4, nb worker: 158, nb soldier: 67
nb ant: 227, food: 287/650, nest level: 4, nb worker: 160, nb soldier: 67
nb ant: 228, food: 284/650, nest level: 4, nb worker: 161, nb soldier: 67
nb ant: 229, food: 284/650, nest level: 4, nb worker: 162, nb soldier: 67
#611 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 230, food: 280/650, nest level: 4, nb worker: 163, nb soldier: 67
nb ant: 231, food: 278/650, nest level: 4, nb worker: 162, nb soldier: 69
nb ant: 229, food: 278/650, nest level: 4, nb worker: 160, nb soldier: 69
nb ant: 228, food: 279/650, nest level: 4, nb worker: 159, nb soldier: 69
nb ant: 230, food: 276/650, nest level: 4, nb worker: 160, nb soldier: 70
nb ant: 232, food: 271/650, nest level: 4, nb worker: 160, nb soldier: 72
nb ant: 233, food: 269/650, nest level: 4, nb worker: 161, nb soldier: 72
nb ant: 235, food: 267/650, nest level: 4, nb worker: 162, nb soldier: 73
nb ant: 233, food: 269/650, nest level: 4, nb worker: 161, nb soldier: 72
nb ant: 235, food: 269/650, nest level: 4, nb worker: 163, nb soldier: 72
#621 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 232, food: 269/650, nest level: 4, nb worker: 163, nb soldier: 69
nb ant: 234, food: 276/650, nest level: 4, nb worker: 165, nb soldier: 69
nb ant: 236, food: 273/650, nest level: 4, nb worker: 167, nb soldier: 69
nb ant: 237, food: 271/650, nest level: 4, nb worker: 167, nb soldier: 70
nb ant: 236, food: 270/650, nest level: 4, nb worker: 166, nb soldier: 70
nb ant: 238, food: 265/650, nest level: 4, nb worker: 167, nb soldier: 71
nb ant: 239, food: 267/650, nest level: 4, nb worker: 168, nb soldier: 71
nb ant: 239, food: 265/650, nest level: 4, nb worker: 168, nb soldier: 71
nb ant: 240, food: 266/650, nest level: 4, nb worker: 169, nb soldier: 71
nb ant: 242, food: 259/650, nest level: 4, nb worker: 170, nb soldier: 72
#631 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 240, food: 256/650, nest level: 4, nb worker: 171, nb soldier: 69
nb ant: 240, food: 267/650, nest level: 4, nb worker: 170, nb soldier: 70
nb ant: 241, food: 261/650, nest level: 4, nb worker: 169, nb soldier: 72
nb ant: 242, food: 262/650, nest level: 4, nb worker: 170, nb soldier: 72
nb ant: 244, food: 257/650, nest level: 4, nb worker: 172, nb soldier: 72
nb ant: 246, food: 256/650, nest level: 4, nb worker: 173, nb soldier: 73
nb ant: 246, food: 255/650, nest level: 4, nb worker: 173, nb soldier: 73
nb ant: 248, food: 248/650, nest level: 4, nb worker: 173, nb soldier: 75
nb ant: 249, food: 246/650, nest level: 4, nb worker: 173, nb soldier: 76
nb ant: 250, food: 243/650, nest level: 4, nb worker: 174, nb soldier: 76
#641 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 249, food: 242/650, nest level: 4, nb worker: 176, nb soldier: 73
nb ant: 249, food: 250/650, nest level: 4, nb worker: 176, nb soldier: 73
nb ant: 250, food: 249/650, nest level: 4, nb worker: 177, nb soldier: 73
nb ant: 251, food: 251/650, nest level: 4, nb worker: 178, nb soldier: 73
nb ant: 252, food: 246/650, nest level: 4, nb worker: 178, nb soldier: 74
nb ant: 253, food: 244/650, nest level: 4, nb worker: 179, nb soldier: 74
nb ant: 251, food: 248/650, nest level: 4, nb worker: 177, nb soldier: 74
nb ant: 251, food: 248/650, nest level: 4, nb worker: 177, nb soldier: 74
nb ant: 249, food: 250/650, nest level: 4, nb worker: 175, nb soldier: 74
nb ant: 250, food: 247/650, nest level: 4, nb worker: 176, nb soldier: 74
#651 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 250, food: 248/650, nest level: 4, nb worker: 176, nb soldier: 74
nb ant: 251, food: 244/650, nest level: 4, nb worker: 175, nb soldier: 76
nb ant: 251, food: 244/650, nest level: 4, nb worker: 175, nb soldier: 76
nb ant: 251, food: 244/650, nest level: 4, nb worker: 175, nb soldier: 76
nb ant: 252, food: 243/650, nest level: 4, nb worker: 176, nb soldier: 76
nb ant: 253, food: 239/650, nest level: 4, nb worker: 176, nb soldier: 77
nb ant: 255, food: 237/650, nest level: 4, nb worker: 178, nb soldier: 77
nb ant: 257, food: 235/650, nest level: 4, nb worker: 179, nb soldier: 78
nb ant: 257, food: 235/650, nest level: 4, nb worker: 180, nb soldier: 77
nb ant: 257, food: 231/650, nest level: 4, nb worker: 178, nb soldier: 79
#661 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 254, food: 232/650, nest level: 4, nb worker: 177, nb soldier: 77
nb ant: 255, food: 238/650, nest level: 4, nb worker: 178, nb soldier: 77
nb ant: 255, food: 236/650, nest level: 4, nb worker: 178, nb soldier: 77
nb ant: 255, food: 238/650, nest level: 4, nb worker: 178, nb soldier: 77
nb ant: 256, food: 235/650, nest level: 4, nb worker: 179, nb soldier: 77
nb ant: 256, food: 236/650, nest level: 4, nb worker: 179, nb soldier: 77
nb ant: 257, food: 236/650, nest level: 4, nb worker: 180, nb soldier: 77
nb ant: 257, food: 236/650, nest level: 4, nb worker: 180, nb soldier: 77
nb ant: 256, food: 237/650, nest level: 4, nb worker: 179, nb soldier: 77
nb ant: 256, food: 238/650, nest level: 4, nb worker: 179, nb soldier: 77
#671 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 255, food: 235/650, nest level: 4, nb worker: 179, nb soldier: 76
nb ant: 254, food: 240/650, nest level: 4, nb worker: 178, nb soldier: 76
nb ant: 256, food: 237/650, nest level: 4, nb worker: 179, nb soldier: 77
nb ant: 256, food: 236/650, nest level: 4, nb worker: 178, nb soldier: 78
nb ant: 255, food: 236/650, nest level: 4, nb worker: 177, nb soldier: 78
nb ant: 257, food: 232/650, nest level: 4, nb worker: 178, nb soldier: 79
nb ant: 259, food: 228/650, nest level: 4, nb worker: 179, nb soldier: 80
nb ant: 259, food: 228/650, nest level: 4, nb worker: 179, nb soldier: 80
nb ant: 259, food: 228/650, nest level: 4, nb worker: 179, nb soldier: 80
nb ant: 258, food: 229/650, nest level: 4, nb worker: 178, nb soldier: 80
#681 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 252, food: 238/650, nest level: 4, nb worker: 176, nb soldier: 76
nb ant: 251, food: 240/650, nest level: 4, nb worker: 174, nb soldier: 77
nb ant: 252, food: 241/650, nest level: 4, nb worker: 175, nb soldier: 77
nb ant: 253, food: 239/650, nest level: 4, nb worker: 175, nb soldier: 78
nb ant: 255, food: 235/650, nest level: 4, nb worker: 177, nb soldier: 78
nb ant: 257, food: 233/650, nest level: 4, nb worker: 179, nb soldier: 78
nb ant: 257, food: 235/650, nest level: 4, nb worker: 179, nb soldier: 78
nb ant: 257, food: 231/650, nest level: 4, nb worker: 178, nb soldier: 79
nb ant: 258, food: 230/650, nest level: 4, nb worker: 179, nb soldier: 79
nb ant: 259, food: 224/650, nest level: 4, nb worker: 178, nb soldier: 81
#691 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 258, food: 227/650, nest level: 4, nb worker: 177, nb soldier: 81
nb ant: 259, food: 223/650, nest level: 4, nb worker: 177, nb soldier: 82
nb ant: 261, food: 219/650, nest level: 4, nb worker: 178, nb soldier: 83
nb ant: 262, food: 218/650, nest level: 4, nb worker: 179, nb soldier: 83
nb ant: 261, food: 218/650, nest level: 4, nb worker: 178, nb soldier: 83
nb ant: 262, food: 215/650, nest level: 4, nb worker: 178, nb soldier: 84
nb ant: 262, food: 216/650, nest level: 4, nb worker: 178, nb soldier: 84
nb ant: 264, food: 215/650, nest level: 4, nb worker: 180, nb soldier: 84
nb ant: 266, food: 210/650, nest level: 4, nb worker: 181, nb soldier: 85
nb ant: 268, food: 205/650, nest level: 4, nb worker: 182, nb soldier: 86
#701 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 264, food: 208/650, nest level: 4, nb worker: 182, nb soldier: 82
nb ant: 263, food: 220/650, nest level: 4, nb worker: 181, nb soldier: 82
nb ant: 264, food: 219/650, nest level: 4, nb worker: 182, nb soldier: 82
nb ant: 265, food: 217/650, nest level: 4, nb worker: 183, nb soldier: 82
nb ant: 264, food: 220/650, nest level: 4, nb worker: 182, nb soldier: 82
nb ant: 265, food: 216/650, nest level: 4, nb worker: 182, nb soldier: 83
nb ant: 266, food: 213/650, nest level: 4, nb worker: 182, nb soldier: 84
nb ant: 267, food: 213/650, nest level: 4, nb worker: 183, nb soldier: 84
nb ant: 266, food: 214/650, nest level: 4, nb worker: 182, nb soldier: 84
nb ant: 266, food: 211/650, nest level: 4, nb worker: 182, nb soldier: 84
#711 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 261, food: 218/650, nest level: 4, nb worker: 182, nb soldier: 79
nb ant: 262, food: 223/650, nest level: 4, nb worker: 182, nb soldier: 80
nb ant: 263, food: 223/650, nest level: 4, nb worker: 183, nb soldier: 80
nb ant: 265, food: 221/650, nest level: 4, nb worker: 185, nb soldier: 80
nb ant: 264, food: 224/650, nest level: 4, nb worker: 184, nb soldier: 80
nb ant: 266, food: 219/650, nest level: 4, nb worker: 185, nb soldier: 81
nb ant: 267, food: 215/650, nest level: 4, nb worker: 185, nb soldier: 82
nb ant: 268, food: 214/650, nest level: 4, nb worker: 186, nb soldier: 82
nb ant: 270, food: 207/650, nest level: 4, nb worker: 186, nb soldier: 84
nb ant: 272, food: 204/650, nest level: 4, nb worker: 187, nb soldier: 85
#721 - a tapir attack the colony
the menace kill 16 soldier
the menace kill 0 worker
nb ant: 258, food: 201/650, nest level: 4, nb worker: 188, nb soldier: 70
nb ant: 259, food: 249/650, nest level: 4, nb worker: 189, nb soldier: 70
nb ant: 261, food: 247/650, nest level: 4, nb worker: 191, nb soldier: 70
nb ant: 261, food: 245/650, nest level: 4, nb worker: 191, nb soldier: 70
nb ant: 263, food: 245/650, nest level: 4, nb worker: 193, nb soldier: 70
nb ant: 263, food: 245/650, nest level: 4, nb worker: 193, nb soldier: 70
nb ant: 265, food: 243/650, nest level: 4, nb worker: 195, nb soldier: 70
nb ant: 267, food: 239/650, nest level: 4, nb worker: 197, nb soldier: 70
nb ant: 269, food: 235/650, nest level: 4, nb worker: 198, nb soldier: 71
nb ant: 268, food: 236/650, nest level: 4, nb worker: 197, nb soldier: 71
#731 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 264, food: 237/650, nest level: 4, nb worker: 197, nb soldier: 67
nb ant: 264, food: 250/650, nest level: 4, nb worker: 197, nb soldier: 67
nb ant: 265, food: 242/650, nest level: 4, nb worker: 196, nb soldier: 69
nb ant: 267, food: 240/650, nest level: 4, nb worker: 198, nb soldier: 69
nb ant: 268, food: 237/650, nest level: 4, nb worker: 197, nb soldier: 71
nb ant: 269, food: 237/650, nest level: 4, nb worker: 198, nb soldier: 71
nb ant: 271, food: 233/650, nest level: 4, nb worker: 199, nb soldier: 72
nb ant: 273, food: 231/650, nest level: 4, nb worker: 201, nb soldier: 72
nb ant: 274, food: 228/650, nest level: 4, nb worker: 202, nb soldier: 72
nb ant: 273, food: 230/650, nest level: 4, nb worker: 201, nb soldier: 72
#741 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 270, food: 227/650, nest level: 4, nb worker: 202, nb soldier: 68
nb ant: 271, food: 239/650, nest level: 4, nb worker: 203, nb soldier: 68
nb ant: 272, food: 236/650, nest level: 4, nb worker: 203, nb soldier: 69
nb ant: 274, food: 231/650, nest level: 4, nb worker: 203, nb soldier: 71
nb ant: 276, food: 226/650, nest level: 4, nb worker: 204, nb soldier: 72
nb ant: 275, food: 226/650, nest level: 4, nb worker: 203, nb soldier: 72
nb ant: 274, food: 227/650, nest level: 4, nb worker: 202, nb soldier: 72
nb ant: 275, food: 225/650, nest level: 4, nb worker: 202, nb soldier: 73
nb ant: 276, food: 224/650, nest level: 4, nb worker: 202, nb soldier: 74
nb ant: 275, food: 224/650, nest level: 4, nb worker: 201, nb soldier: 74
#751 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 274, food: 220/650, nest level: 4, nb worker: 202, nb soldier: 72
nb ant: 276, food: 225/650, nest level: 4, nb worker: 203, nb soldier: 73
nb ant: 277, food: 223/650, nest level: 4, nb worker: 203, nb soldier: 74
nb ant: 278, food: 218/650, nest level: 4, nb worker: 203, nb soldier: 75
nb ant: 278, food: 217/650, nest level: 4, nb worker: 203, nb soldier: 75
nb ant: 277, food: 221/650, nest level: 4, nb worker: 202, nb soldier: 75
nb ant: 278, food: 218/650, nest level: 4, nb worker: 202, nb soldier: 76
nb ant: 279, food: 212/650, nest level: 4, nb worker: 202, nb soldier: 77
nb ant: 278, food: 213/650, nest level: 4, nb worker: 200, nb soldier: 78
nb ant: 274, food: 218/650, nest level: 4, nb worker: 196, nb soldier: 78
#761 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 271, food: 212/650, nest level: 4, nb worker: 196, nb soldier: 75
nb ant: 271, food: 222/650, nest level: 4, nb worker: 194, nb soldier: 77
nb ant: 273, food: 218/650, nest level: 4, nb worker: 196, nb soldier: 77
nb ant: 274, food: 217/650, nest level: 4, nb worker: 197, nb soldier: 77
nb ant: 274, food: 220/650, nest level: 4, nb worker: 197, nb soldier: 77
nb ant: 273, food: 222/650, nest level: 4, nb worker: 197, nb soldier: 76
nb ant: 275, food: 216/650, nest level: 4, nb worker: 198, nb soldier: 77
nb ant: 275, food: 218/650, nest level: 4, nb worker: 198, nb soldier: 77
nb ant: 275, food: 216/650, nest level: 4, nb worker: 198, nb soldier: 77
nb ant: 277, food: 216/650, nest level: 4, nb worker: 200, nb soldier: 77
#771 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 278, food: 212/650, nest level: 4, nb worker: 201, nb soldier: 77
nb ant: 279, food: 212/650, nest level: 4, nb worker: 201, nb soldier: 78
nb ant: 280, food: 207/650, nest level: 4, nb worker: 200, nb soldier: 80
nb ant: 282, food: 204/650, nest level: 4, nb worker: 202, nb soldier: 80
nb ant: 282, food: 205/650, nest level: 4, nb worker: 202, nb soldier: 80
nb ant: 282, food: 206/650, nest level: 4, nb worker: 202, nb soldier: 80
nb ant: 284, food: 199/650, nest level: 4, nb worker: 203, nb soldier: 81
nb ant: 286, food: 198/650, nest level: 4, nb worker: 205, nb soldier: 81
nb ant: 288, food: 195/650, nest level: 4, nb worker: 207, nb soldier: 81
nb ant: 286, food: 198/650, nest level: 4, nb worker: 205, nb soldier: 81
#781 - a spider attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 287, food: 193/650, nest level: 4, nb worker: 206, nb soldier: 81
nb ant: 289, food: 193/650, nest level: 4, nb worker: 206, nb soldier: 83
nb ant: 288, food: 194/650, nest level: 4, nb worker: 205, nb soldier: 83
nb ant: 290, food: 187/650, nest level: 4, nb worker: 206, nb soldier: 84
nb ant: 291, food: 183/650, nest level: 4, nb worker: 205, nb soldier: 86
nb ant: 292, food: 180/650, nest level: 4, nb worker: 205, nb soldier: 87
nb ant: 293, food: 180/650, nest level: 4, nb worker: 206, nb soldier: 87
nb ant: 293, food: 178/650, nest level: 4, nb worker: 205, nb soldier: 88
nb ant: 295, food: 172/650, nest level: 4, nb worker: 206, nb soldier: 89
nb ant: 297, food: 172/650, nest level: 4, nb worker: 208, nb soldier: 89
#791 - a snail attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 295, food: 170/650, nest level: 4, nb worker: 207, nb soldier: 88
nb ant: 297, food: 168/650, nest level: 4, nb worker: 207, nb soldier: 90
nb ant: 296, food: 171/650, nest level: 4, nb worker: 206, nb soldier: 90
nb ant: 296, food: 168/650, nest level: 4, nb worker: 205, nb soldier: 91
nb ant: 297, food: 168/650, nest level: 4, nb worker: 206, nb soldier: 91
nb ant: 298, food: 163/650, nest level: 4, nb worker: 205, nb soldier: 93
nb ant: 298, food: 160/650, nest level: 4, nb worker: 204, nb soldier: 94
nb ant: 299, food: 156/650, nest level: 4, nb worker: 203, nb soldier: 96
nb ant: 301, food: 154/650, nest level: 4, nb worker: 205, nb soldier: 96
nb ant: 302, food: 149/650, nest level: 4, nb worker: 205, nb soldier: 97
#801 - a tapir attack the colony
the menace kill 11 soldier
the menace kill 0 worker
nb ant: 291, food: 150/650, nest level: 4, nb worker: 204, nb soldier: 87
nb ant: 292, food: 177/650, nest level: 4, nb worker: 204, nb soldier: 88
nb ant: 293, food: 175/650, nest level: 4, nb worker: 203, nb soldier: 90
nb ant: 295, food: 167/650, nest level: 4, nb worker: 203, nb soldier: 92
nb ant: 297, food: 165/650, nest level: 4, nb worker: 205, nb soldier: 92
nb ant: 299, food: 161/650, nest level: 4, nb worker: 205, nb soldier: 94
nb ant: 299, food: 161/650, nest level: 4, nb worker: 205, nb soldier: 94
nb ant: 298, food: 162/650, nest level: 4, nb worker: 204, nb soldier: 94
nb ant: 300, food: 157/650, nest level: 4, nb worker: 206, nb soldier: 94
nb ant: 302, food: 156/650, nest level: 4, nb worker: 207, nb soldier: 95
#811 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 302, food: 154/650, nest level: 4, nb worker: 208, nb soldier: 94
nb ant: 302, food: 153/650, nest level: 4, nb worker: 207, nb soldier: 95
nb ant: 302, food: 156/650, nest level: 4, nb worker: 207, nb soldier: 95
nb ant: 303, food: 150/650, nest level: 4, nb worker: 206, nb soldier: 97
nb ant: 304, food: 145/650, nest level: 4, nb worker: 206, nb soldier: 98
nb ant: 304, food: 148/650, nest level: 4, nb worker: 206, nb soldier: 98
nb ant: 306, food: 143/650, nest level: 4, nb worker: 207, nb soldier: 99
nb ant: 307, food: 141/650, nest level: 4, nb worker: 208, nb soldier: 99
nb ant: 306, food: 144/650, nest level: 4, nb worker: 207, nb soldier: 99
nb ant: 308, food: 141/650, nest level: 4, nb worker: 209, nb soldier: 99
#821 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 309, food: 139/650, nest level: 4, nb worker: 209, nb soldier: 100
nb ant: 309, food: 137/650, nest level: 4, nb worker: 209, nb soldier: 100
nb ant: 308, food: 140/650, nest level: 4, nb worker: 208, nb soldier: 100
nb ant: 309, food: 136/650, nest level: 4, nb worker: 208, nb soldier: 101
nb ant: 311, food: 134/650, nest level: 4, nb worker: 210, nb soldier: 101
nb ant: 311, food: 132/650, nest level: 4, nb worker: 210, nb soldier: 101
nb ant: 312, food: 131/650, nest level: 4, nb worker: 210, nb soldier: 102
nb ant: 312, food: 130/650, nest level: 4, nb worker: 210, nb soldier: 102
nb ant: 313, food: 128/650, nest level: 4, nb worker: 211, nb soldier: 102
nb ant: 313, food: 130/650, nest level: 4, nb worker: 211, nb soldier: 102
#831 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 311, food: 125/650, nest level: 4, nb worker: 211, nb soldier: 100
nb ant: 312, food: 132/850, nest level: 5, nb worker: 210, nb soldier: 102
nb ant: 313, food: 328/850, nest level: 5, nb worker: 210, nb soldier: 103
nb ant: 313, food: 328/850, nest level: 5, nb worker: 210, nb soldier: 103
nb ant: 314, food: 323/850, nest level: 5, nb worker: 209, nb soldier: 105
nb ant: 315, food: 321/850, nest level: 5, nb worker: 210, nb soldier: 105
nb ant: 314, food: 324/850, nest level: 5, nb worker: 209, nb soldier: 105
nb ant: 314, food: 323/850, nest level: 5, nb worker: 209, nb soldier: 105
nb ant: 316, food: 320/850, nest level: 5, nb worker: 211, nb soldier: 105
nb ant: 318, food: 319/850, nest level: 5, nb worker: 213, nb soldier: 105
#841 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 319, food: 316/850, nest level: 5, nb worker: 215, nb soldier: 104
nb ant: 319, food: 318/850, nest level: 5, nb worker: 214, nb soldier: 105
nb ant: 321, food: 312/850, nest level: 5, nb worker: 215, nb soldier: 106
nb ant: 320, food: 315/850, nest level: 5, nb worker: 214, nb soldier: 106
nb ant: 321, food: 313/850, nest level: 5, nb worker: 215, nb soldier: 106
nb ant: 323, food: 313/850, nest level: 5, nb worker: 217, nb soldier: 106
nb ant: 322, food: 314/850, nest level: 5, nb worker: 216, nb soldier: 106
nb ant: 324, food: 307/850, nest level: 5, nb worker: 217, nb soldier: 107
nb ant: 324, food: 306/850, nest level: 5, nb worker: 216, nb soldier: 108
nb ant: 324, food: 305/850, nest level: 5, nb worker: 216, nb soldier: 108
#851 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 326, food: 306/850, nest level: 5, nb worker: 218, nb soldier: 108
nb ant: 327, food: 302/850, nest level: 5, nb worker: 219, nb soldier: 108
nb ant: 328, food: 301/850, nest level: 5, nb worker: 220, nb soldier: 108
nb ant: 330, food: 298/850, nest level: 5, nb worker: 220, nb soldier: 110
nb ant: 331, food: 294/850, nest level: 5, nb worker: 221, nb soldier: 110
nb ant: 333, food: 288/850, nest level: 5, nb worker: 221, nb soldier: 112
nb ant: 333, food: 290/850, nest level: 5, nb worker: 221, nb soldier: 112
nb ant: 332, food: 289/850, nest level: 5, nb worker: 220, nb soldier: 112
nb ant: 333, food: 291/850, nest level: 5, nb worker: 221, nb soldier: 112
nb ant: 331, food: 293/850, nest level: 5, nb worker: 220, nb soldier: 111
#861 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 331, food: 295/850, nest level: 5, nb worker: 220, nb soldier: 111
nb ant: 328, food: 296/850, nest level: 5, nb worker: 217, nb soldier: 111
nb ant: 330, food: 295/850, nest level: 5, nb worker: 219, nb soldier: 111
nb ant: 329, food: 295/850, nest level: 5, nb worker: 218, nb soldier: 111
nb ant: 329, food: 295/850, nest level: 5, nb worker: 218, nb soldier: 111
nb ant: 331, food: 293/850, nest level: 5, nb worker: 220, nb soldier: 111
nb ant: 333, food: 293/850, nest level: 5, nb worker: 222, nb soldier: 111
nb ant: 332, food: 294/850, nest level: 5, nb worker: 221, nb soldier: 111
nb ant: 334, food: 289/850, nest level: 5, nb worker: 223, nb soldier: 111
nb ant: 336, food: 288/850, nest level: 5, nb worker: 224, nb soldier: 112
#871 - a snail attack the colony
the menace kill 1 soldier
the menace kill 0 worker
nb ant: 337, food: 285/850, nest level: 5, nb worker: 226, nb soldier: 111
nb ant: 337, food: 289/850, nest level: 5, nb worker: 226, nb soldier: 111
nb ant: 339, food: 287/850, nest level: 5, nb worker: 228, nb soldier: 111
nb ant: 341, food: 281/850, nest level: 5, nb worker: 229, nb soldier: 112
nb ant: 342, food: 280/850, nest level: 5, nb worker: 229, nb soldier: 113
nb ant: 341, food: 278/850, nest level: 5, nb worker: 227, nb soldier: 114
nb ant: 341, food: 276/850, nest level: 5, nb worker: 227, nb soldier: 114
nb ant: 339, food: 280/850, nest level: 5, nb worker: 225, nb soldier: 114
nb ant: 341, food: 278/850, nest level: 5, nb worker: 227, nb soldier: 114
nb ant: 341, food: 276/850, nest level: 5, nb worker: 227, nb soldier: 114
#881 - a snail attack the colony
the menace kill 3 soldier
the menace kill 0 worker
nb ant: 339, food: 279/850, nest level: 5, nb worker: 229, nb soldier: 110
nb ant: 340, food: 284/850, nest level: 5, nb worker: 229, nb soldier: 111
nb ant: 341, food: 282/850, nest level: 5, nb worker: 229, nb soldier: 112
nb ant: 341, food: 276/850, nest level: 5, nb worker: 227, nb soldier: 114
nb ant: 342, food: 277/850, nest level: 5, nb worker: 228, nb soldier: 114
nb ant: 340, food: 280/850, nest level: 5, nb worker: 226, nb soldier: 114
nb ant: 342, food: 277/850, nest level: 5, nb worker: 228, nb soldier: 114
nb ant: 342, food: 278/850, nest level: 5, nb worker: 228, nb soldier: 114
nb ant: 342, food: 275/850, nest level: 5, nb worker: 228, nb soldier: 114
nb ant: 343, food: 275/850, nest level: 5, nb worker: 229, nb soldier: 114
#891 - a snail attack the colony
the menace kill 4 soldier
the menace kill 0 worker
nb ant: 339, food: 273/850, nest level: 5, nb worker: 228, nb soldier: 111
nb ant: 339, food: 287/850, nest level: 5, nb worker: 228, nb soldier: 111
nb ant: 337, food: 287/850, nest level: 5, nb worker: 226, nb soldier: 111
nb ant: 339, food: 283/850, nest level: 5, nb worker: 227, nb soldier: 112
nb ant: 339, food: 283/850, nest level: 5, nb worker: 227, nb soldier: 112
nb ant: 339, food: 281/850, nest level: 5, nb worker: 226, nb soldier: 113
nb ant: 338, food: 284/850, nest level: 5, nb worker: 225, nb soldier: 113
nb ant: 340, food: 281/850, nest level: 5, nb worker: 227, nb soldier: 113
nb ant: 338, food: 284/850, nest level: 5, nb worker: 225, nb soldier: 113
nb ant: 338, food: 283/850, nest level: 5, nb worker: 225, nb soldier: 113
#901 - a snail attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 337, food: 283/850, nest level: 5, nb worker: 224, nb soldier: 113
nb ant: 338, food: 282/850, nest level: 5, nb worker: 225, nb soldier: 113
nb ant: 337, food: 282/850, nest level: 5, nb worker: 224, nb soldier: 113
nb ant: 339, food: 280/850, nest level: 5, nb worker: 226, nb soldier: 113
nb ant: 338, food: 283/850, nest level: 5, nb worker: 225, nb soldier: 113
nb ant: 337, food: 283/850, nest level: 5, nb worker: 224, nb soldier: 113
nb ant: 337, food: 283/850, nest level: 5, nb worker: 224, nb soldier: 113
nb ant: 336, food: 284/850, nest level: 5, nb worker: 223, nb soldier: 113
nb ant: 337, food: 284/850, nest level: 5, nb worker: 224, nb soldier: 113
nb ant: 337, food: 284/850, nest level: 5, nb worker: 224, nb soldier: 113
#911 - a spider attack the colony
the menace kill 2 soldier
the menace kill 0 worker
nb ant: 334, food: 285/850, nest level: 5, nb worker: 223, nb soldier: 111
nb ant: 333, food: 293/850, nest level: 5, nb worker: 222, nb soldier: 111
nb ant: 333, food: 293/850, nest level: 5, nb worker: 222, nb soldier: 111
nb ant: 333, food: 293/850, nest level: 5, nb worker: 222, nb soldier: 111
nb ant: 335, food: 291/850, nest level: 5, nb worker: 224, nb soldier: 111
nb ant: 334, food: 290/850, nest level: 5, nb worker: 223, nb soldier: 111
nb ant: 335, food: 286/850, nest level: 5, nb worker: 223, nb soldier: 112
nb ant: 335, food: 286/850, nest level: 5, nb worker: 223, nb soldier: 112
nb ant: 337, food: 284/850, nest level: 5, nb worker: 225, nb soldier: 112
nb ant: 339, food: 282/850, nest level: 5, nb worker: 226, nb soldier: 113
#921 - a spider attack the colony
the menace kill 0 soldier
the menace kill 0 worker
nb ant: 341, food: 278/850, nest level: 5, nb worker: 228, nb soldier: 113
nb ant: 343, food: 274/850, nest level: 5, nb worker: 229, nb soldier: 114
nb ant: 345, food: 272/850, nest level: 5, nb worker: 231, nb soldier: 114
nb ant: 347, food: 270/850, nest level: 5, nb worker: 232, nb soldier: 115
nb ant: 347, food: 268/850, nest level: 5, nb worker: 232, nb soldier: 115
nb ant: 349, food: 268/850, nest level: 5, nb worker: 234, nb soldier: 115
nb ant: 350, food: 265/850, nest level: 5, nb worker: 234, nb soldier: 116
nb ant: 352, food: 260/850, nest level: 5, nb worker: 234, nb soldier: 118
nb ant: 354, food: 257/850, nest level: 5, nb worker: 236, nb soldier: 118
